Ahuyama,Arveja verde en vaina,Cebolla cabezona blanca,Cebolla junca,Chocolo mazorca,Fríjol verde*,Habichuela,Lechuga batavia,Pepino cohombro,Pimentón,Remolacha,Zanahoria,Aguacate *,Banano*,Granadilla,Guayaba*,Limón común,Limón Tahití,Lulo,Mandarina*,Mango tommy,Manzana royal gala,Maracuyá,Mora de Castilla,Naranja*,Papaya maradol,Piña *,Tomate de árbol,Arracacha*,Plátano hartón verde
703.0,6025.0,650.0,1708.0,2375.0,2375.0,2500.0,1433.0,1330.0,1875.0,1300.0,1029.0,4000.0,1588.0,3622.0,1719.0,3760.0,3864.0,3043.0,2697.0,2697.0,5789.0,3650.0,2925.0,1367.0,1056.0,1311.0,2370.0,1458.0,1813.0
719.0,6150.0,635.0,1725.0,2500.0,2500.0,2100.0,1533.0,1080.0,1810.0,1400.0,1021.0,4000.0,1588.0,3667.0,1844.0,3627.0,3485.0,3043.0,2697.0,2697.0,5702.0,3900.0,3000.0,1373.0,1083.0,1356.0,2370.0,1250.0,1950.0
773.0,6325.0,835.0,1883.0,2700.0,2700.0,1930.0,1433.0,1130.0,1661.0,1767.0,1088.0,3967.0,1600.0,3400.0,1668.0,3573.0,3636.0,2859.0,2242.0,2500.0,5789.0,3775.0,2825.0,1280.0,903.0,1289.0,2196.0,1304.0,1588.0
758.0,4925.0,825.0,1775.0,2475.0,2475.0,1250.0,1467.0,1050.0,1518.0,1800.0,1029.0,3933.0,1550.0,3183.0,1548.0,3547.0,3636.0,2826.0,2303.0,2424.0,5789.0,3933.0,2825.0,1213.0,889.0,1233.0,2217.0,1354.0,1563.0
758.0,4475.0,850.0,1725.0,1875.0,1875.0,1350.0,1167.0,1010.0,1661.0,1800.0,875.0,3933.0,1563.0,2900.0,1485.0,3493.0,3636.0,3014.0,2242.0,2303.0,5789.0,3725.0,2875.0,1200.0,889.0,1289.0,2283.0,1304.0,1588.0
773.0,4600.0,825.0,1808.0,2300.0,2300.0,1440.0,1133.0,930.0,1518.0,1700.0,950.0,3867.0,1550.0,2667.0,1595.0,3200.0,3523.0,3043.0,2167.0,2455.0,5702.0,3900.0,2750.0,1247.0,861.0,1217.0,2359.0,1292.0,1713.0
766.0,4675.0,825.0,1708.0,2350.0,2350.0,1510.0,1100.0,940.0,1464.0,1650.0,1021.0,3867.0,1538.0,2517.0,1693.0,3093.0,3295.0,3000.0,2136.0,2591.0,5702.0,4500.0,2775.0,1213.0,861.0,1233.0,2283.0,1258.0,1688.0
719.0,5200.0,825.0,1700.0,1130.0,1130.0,1130.0,1050.0,660.0,1375.0,1400.0,1208.0,3825.0,1650.0,2383.0,1702.0,3340.0,2727.0,2750.0,2212.0,2697.0,5702.0,4125.0,2900.0,1213.0,861.0,1178.0,2228.0,1083.0,1813.0
688.0,5250.0,835.0,1433.0,2675.0,2675.0,1200.0,1050.0,630.0,1429.0,1290.0,1458.0,4067.0,1738.0,2550.0,1636.0,3227.0,2727.0,2772.0,2023.0,2648.0,5702.0,3825.0,2750.0,1213.0,806.0,1258.0,2130.0,1304.0,1800.0
711.0,4850.0,850.0,1367.0,2675.0,2675.0,1300.0,1133.0,630.0,1429.0,1375.0,1438.0,3933.0,1738.0,2733.0,1592.0,3380.0,2273.0,2793.0,2136.0,2758.0,5877.0,3600.0,2650.0,1225.0,833.0,1183.0,1793.0,1354.0,1800.0
703.0,5075.0,1080.0,1458.0,2875.0,2875.0,1110.0,1100.0,600.0,1429.0,1365.0,1646.0,3967.0,1800.0,2833.0,1500.0,3760.0,2443.0,2717.0,2136.0,2758.0,5789.0,2925.0,2650.0,1165.0,806.0,1189.0,1848.0,1250.0,1750.0
711.0,4800.0,1305.0,1592.0,2875.0,2875.0,1110.0,1100.0,600.0,1125.0,1365.0,2604.0,3933.0,1713.0,2667.0,1523.0,3787.0,2648.0,2902.0,2167.0,2534.0,5702.0,2600.0,2825.0,1095.0,861.0,1250.0,2000.0,1229.0,1750.0
758.0,4800.0,1365.0,1508.0,2675.0,2675.0,1160.0,1050.0,770.0,1125.0,1365.0,2583.0,3933.0,1713.0,2667.0,1551.0,3733.0,2784.0,2967.0,2167.0,2409.0,5614.0,2600.0,2700.0,1050.0,875.0,1311.0,2076.0,1208.0,1725.0
781.0,4425.0,1415.0,1292.0,2900.0,2900.0,1150.0,1050.0,810.0,1375.0,1325.0,1854.0,3867.0,1688.0,2917.0,1699.0,3600.0,2500.0,2967.0,1966.0,1712.0,5702.0,2425.0,2825.0,1047.0,861.0,1311.0,2174.0,1292.0,1788.0
781.0,4100.0,1450.0,1375.0,2900.0,2900.0,1180.0,1050.0,850.0,1500.0,1250.0,1750.0,3933.0,1700.0,3100.0,1764.0,3573.0,2295.0,2967.0,1932.0,1591.0,5702.0,2425.0,2725.0,987.0,833.0,1311.0,2174.0,1313.0,1788.0
758.0,4025.0,1460.0,1375.0,3075.0,3075.0,1110.0,1050.0,780.0,1411.0,1350.0,1917.0,3833.0,1713.0,3283.0,1673.0,3573.0,2216.0,3120.0,1970.0,1591.0,5702.0,1900.0,2925.0,1013.0,861.0,1311.0,2130.0,1292.0,1700.0
758.0,4100.0,1565.0,1458.0,3050.0,3050.0,1130.0,1125.0,760.0,1375.0,1235.0,1771.0,3633.0,1650.0,3417.0,1631.0,3307.0,2136.0,3207.0,1898.0,1591.0,5702.0,1650.0,2900.0,1013.0,903.0,1300.0,2130.0,1271.0,1713.0
797.0,3975.0,1565.0,1417.0,2950.0,2950.0,1170.0,1167.0,720.0,1375.0,1165.0,1750.0,3675.0,1650.0,3583.0,1614.0,2193.0,2193.0,3152.0,1875.0,1591.0,5702.0,1550.0,2850.0,1013.0,889.0,1244.0,2022.0,1292.0,1713.0
805.0,4225.0,1650.0,1458.0,2900.0,2900.0,1180.0,1150.0,700.0,1429.0,940.0,2250.0,3525.0,1713.0,3622.0,1662.0,3093.0,2034.0,3098.0,1894.0,1591.0,5789.0,1550.0,2650.0,987.0,903.0,1311.0,2076.0,1250.0,1600.0
781.0,3975.0,1900.0,1333.0,3100.0,3100.0,1170.0,1200.0,750.0,1375.0,865.0,2083.0,3375.0,1800.0,3733.0,1562.0,2987.0,1966.0,3043.0,1909.0,1591.0,5789.0,1550.0,2575.0,987.0,889.0,1289.0,2130.0,1292.0,1550.0
781.0,3925.0,1900.0,1275.0,3000.0,3000.0,1030.0,1233.0,770.0,1375.0,875.0,2063.0,3275.0,1788.0,3733.0,1571.0,2827.0,1955.0,3043.0,1848.0,1561.0,5877.0,1550.0,2500.0,1013.0,917.0,1311.0,2076.0,1313.0,1550.0
758.0,3875.0,2375.0,1333.0,3025.0,3025.0,1130.0,1150.0,787.0,1405.0,800.0,2000.0,3325.0,1750.0,3850.0,1500.0,2720.0,1795.0,3065.0,1788.0,1500.0,5789.0,1575.0,2700.0,940.0,861.0,1417.0,2533.0,1375.0,1525.0
727.0,3800.0,2075.0,1367.0,2875.0,2875.0,1220.0,1250.0,780.0,1732.0,850.0,1896.0,3325.0,1750.0,3800.0,1413.0,2667.0,1716.0,3043.0,1716.0,1420.0,5702.0,1925.0,2725.0,987.0,806.0,1492.0,2587.0,1354.0,1475.0
773.0,3825.0,2250.0,1858.0,2800.0,2800.0,1270.0,1150.0,830.0,1714.0,915.0,1896.0,3300.0,1750.0,3911.0,1365.0,2500.0,1659.0,3239.0,1682.0,1409.0,5877.0,2175.0,2925.0,987.0,819.0,1533.0,2609.0,1354.0,1500.0
750.0,3800.0,1850.0,1550.0,2900.0,2900.0,1900.0,1167.0,980.0,2018.0,1150.0,2063.0,3025.0,1733.0,3800.0,1416.0,2340.0,1523.0,3326.0,1534.0,1439.0,5877.0,2050.0,3125.0,940.0,792.0,1458.0,2685.0,1304.0,1613.0
719.0,4000.0,1550.0,1450.0,2525.0,2525.0,1780.0,1233.0,1200.0,2107.0,1067.0,2222.0,2967.0,1700.0,3911.0,1432.0,2293.0,1420.0,3457.0,1182.0,1515.0,5877.0,2100.0,3250.0,920.0,792.0,1433.0,2717.0,1304.0,1625.0
727.0,3725.0,1625.0,1467.0,2375.0,2375.0,1700.0,1167.0,1160.0,1893.0,955.0,1938.0,2933.0,1750.0,3956.0,1478.0,2267.0,1170.0,3435.0,985.0,1561.0,5877.0,1625.0,3425.0,887.0,796.0,1467.0,2739.0,1375.0,1650.0
727.0,3975.0,1775.0,1767.0,2200.0,2200.0,1240.0,1100.0,1180.0,1893.0,950.0,1938.0,2975.0,1700.0,4267.0,1571.0,2133.0,1170.0,3457.0,989.0,1561.0,5877.0,1575.0,3300.0,867.0,792.0,1533.0,2739.0,1313.0,1688.0
680.0,3525.0,1900.0,1483.0,2275.0,2275.0,1130.0,1033.0,1160.0,2071.0,1025.0,1958.0,3067.0,1713.0,4467.0,1611.0,1947.0,1136.0,3478.0,1045.0,1591.0,5877.0,1525.0,3300.0,813.0,833.0,1392.0,2772.0,1250.0,1750.0
656.0,3525.0,1725.0,1358.0,1180.0,1180.0,1180.0,1067.0,1160.0,2143.0,835.0,1896.0,3050.0,1688.0,4467.0,1595.0,1947.0,1136.0,3424.0,966.0,1591.0,5877.0,1500.0,3425.0,813.0,806.0,1375.0,2761.0,1250.0,1750.0
664.0,3900.0,1750.0,1475.0,1110.0,1110.0,1110.0,1033.0,1060.0,1786.0,813.0,2000.0,2775.0,1717.0,4667.0,1554.0,1947.0,1136.0,3457.0,1045.0,1591.0,5965.0,1550.0,3175.0,833.0,847.0,2793.0,2793.0,1354.0,1675.0
688.0,3900.0,1825.0,1433.0,2525.0,2525.0,1130.0,1100.0,850.0,1554.0,850.0,2313.0,2925.0,1700.0,5000.0,1565.0,1893.0,1102.0,3457.0,1102.0,1742.0,5702.0,1850.0,3225.0,765.0,889.0,1408.0,2685.0,1389.0,1700.0
719.0,3900.0,1500.0,1375.0,1030.0,1030.0,1030.0,1325.0,1090.0,1839.0,833.0,2375.0,2967.0,1717.0,6000.0,1651.0,1893.0,1102.0,3457.0,1080.0,1818.0,5702.0,1875.0,3125.0,700.0,847.0,1356.0,2554.0,1438.0,1675.0
648.0,3900.0,1425.0,1333.0,2533.0,2533.0,1110.0,1250.0,1000.0,1929.0,860.0,2208.0,2775.0,1688.0,7500.0,1608.0,1627.0,932.0,3402.0,955.0,1742.0,5702.0,2050.0,3025.0,740.0,819.0,1356.0,2337.0,1417.0,1638.0
633.0,3700.0,1525.0,1333.0,2550.0,2550.0,1160.0,1300.0,1000.0,1964.0,850.0,2375.0,2850.0,1700.0,7500.0,1673.0,1640.0,966.0,3370.0,955.0,1705.0,5658.0,2150.0,2950.0,747.0,819.0,1333.0,2217.0,1438.0,1625.0
648.0,3650.0,1575.0,1350.0,2075.0,2075.0,1090.0,1350.0,1000.0,1839.0,1100.0,2417.0,2900.0,1700.0,7556.0,1811.0,1893.0,898.0,3380.0,932.0,1659.0,5789.0,2575.0,2625.0,773.0,819.0,1311.0,2152.0,1458.0,1675.0
633.0,3500.0,1650.0,1392.0,2325.0,2325.0,1180.0,1375.0,940.0,1929.0,1275.0,2250.0,2933.0,1650.0,7583.0,1740.0,1947.0,966.0,3174.0,932.0,1682.0,5702.0,2950.0,2625.0,810.0,889.0,1311.0,2076.0,1396.0,1588.0
664.0,3650.0,1775.0,1333.0,2275.0,2275.0,1180.0,1367.0,970.0,2107.0,1550.0,2083.0,3067.0,1675.0,7444.0,1702.0,1947.0,955.0,2967.0,886.0,1636.0,5789.0,2950.0,2500.0,790.0,1042.0,1311.0,2065.0,1292.0,1550.0
602.0,3525.0,1650.0,1317.0,2125.0,2125.0,1270.0,1375.0,980.0,2179.0,1525.0,1771.0,3100.0,1717.0,7444.0,1705.0,1947.0,909.0,2913.0,875.0,1591.0,5702.0,3000.0,2500.0,813.0,1125.0,1244.0,2022.0,1292.0,1525.0
648.0,3500.0,1775.0,1275.0,2200.0,2200.0,1320.0,1250.0,1060.0,1982.0,1650.0,1938.0,2875.0,1688.0,7111.0,1798.0,1893.0,932.0,3043.0,886.0,1667.0,5702.0,2875.0,2175.0,787.0,1069.0,1300.0,2130.0,1271.0,1400.0
664.0,3425.0,1825.0,1117.0,2000.0,2000.0,1370.0,1225.0,1060.0,2071.0,1925.0,1750.0,2725.0,1688.0,7250.0,1855.0,1893.0,1000.0,3120.0,898.0,1667.0,5614.0,2625.0,2275.0,780.0,1069.0,1356.0,2043.0,1292.0,1350.0
695.0,3475.0,1675.0,1117.0,2350.0,2350.0,1400.0,1300.0,1030.0,2071.0,1975.0,1708.0,2900.0,1650.0,6917.0,1847.0,1893.0,1011.0,3120.0,886.0,1667.0,5702.0,2425.0,2300.0,800.0,1056.0,1356.0,2098.0,1313.0,1275.0
664.0,3275.0,1750.0,1208.0,2475.0,2475.0,1400.0,1300.0,1000.0,1982.0,2475.0,1583.0,2925.0,1700.0,6333.0,1906.0,1893.0,955.0,3043.0,875.0,1742.0,5702.0,2450.0,2250.0,767.0,1097.0,1311.0,2130.0,1417.0,1263.0
648.0,2925.0,2075.0,1233.0,2275.0,2275.0,1740.0,1250.0,980.0,1982.0,2450.0,1625.0,2975.0,1750.0,5500.0,1858.0,1893.0,909.0,2967.0,864.0,1894.0,5702.0,2475.0,2300.0,733.0,1056.0,1258.0,2076.0,1479.0,1225.0
664.0,2100.0,1775.0,1258.0,2075.0,2075.0,1880.0,1250.0,980.0,1893.0,2400.0,1396.0,2950.0,1688.0,5167.0,1862.0,1867.0,909.0,2967.0,864.0,1894.0,5702.0,2450.0,1700.0,787.0,1083.0,1300.0,2076.0,1750.0,1263.0
688.0,2150.0,1625.0,1217.0,2125.0,2125.0,1550.0,1275.0,1000.0,1982.0,2375.0,1479.0,3000.0,1675.0,4833.0,1869.0,1947.0,955.0,3000.0,875.0,2273.0,5702.0,2500.0,1700.0,813.0,1069.0,1233.0,2076.0,1708.0,1250.0
664.0,2350.0,1550.0,1217.0,2050.0,2050.0,1700.0,1225.0,940.0,1839.0,2300.0,1250.0,2900.0,1675.0,4500.0,1847.0,2213.0,1364.0,2739.0,886.0,2273.0,5702.0,2050.0,1300.0,867.0,1361.0,1200.0,1989.0,1604.0,1275.0
664.0,2500.0,1625.0,1192.0,2075.0,2075.0,1650.0,1250.0,940.0,1875.0,2325.0,1250.0,2875.0,1650.0,4583.0,1820.0,2187.0,1386.0,2674.0,875.0,2348.0,5702.0,1950.0,1225.0,900.0,1347.0,1217.0,2022.0,1583.0,1288.0
656.0,2500.0,1575.0,1275.0,2125.0,2125.0,2450.0,1225.0,840.0,1976.0,2300.0,1313.0,2775.0,1688.0,4500.0,1670.0,1973.0,1284.0,2891.0,955.0,2727.0,5526.0,1900.0,2050.0,900.0,1361.0,1167.0,2022.0,1625.0,1317.0
688.0,2675.0,1650.0,1375.0,1975.0,1975.0,2600.0,1275.0,840.0,1839.0,2900.0,1250.0,2875.0,1700.0,3533.0,1578.0,1947.0,1170.0,2478.0,1023.0,2727.0,5439.0,1900.0,1950.0,940.0,1361.0,1192.0,1935.0,1750.0,1275.0
664.0,2475.0,1850.0,1367.0,1925.0,1925.0,2300.0,1600.0,970.0,1786.0,2900.0,1292.0,2875.0,1675.0,3617.0,1615.0,1947.0,1136.0,2587.0,1106.0,5702.0,5702.0,2000.0,2100.0,967.0,1417.0,1189.0,1935.0,1250.0,1250.0
698.0,2325.0,1725.0,1367.0,1800.0,1800.0,2300.0,1675.0,1030.0,1893.0,2767.0,1250.0,2800.0,1675.0,3533.0,1491.0,1787.0,1136.0,2587.0,1102.0,3561.0,5614.0,1900.0,2050.0,920.0,1458.0,1189.0,1924.0,1667.0,1250.0
688.0,2125.0,1575.0,1317.0,1550.0,1550.0,2100.0,1725.0,1110.0,1875.0,2675.0,1208.0,2875.0,1713.0,3483.0,1361.0,1787.0,1136.0,2609.0,1106.0,3788.0,5614.0,1850.0,2100.0,987.0,1417.0,1189.0,1978.0,1583.0,1250.0
719.0,2300.0,1650.0,1367.0,1900.0,1900.0,1930.0,1867.0,1020.0,1893.0,2833.0,1304.0,3050.0,1683.0,3378.0,1292.0,1707.0,1136.0,2533.0,4015.0,4015.0,5702.0,1900.0,2125.0,1013.0,1306.0,1200.0,1957.0,1521.0,1450.0
695.0,2450.0,1700.0,1258.0,1550.0,1550.0,1900.0,1925.0,950.0,1929.0,2833.0,1313.0,3650.0,1725.0,3450.0,1295.0,1227.0,1227.0,2565.0,1182.0,5702.0,5702.0,1850.0,2325.0,1067.0,1111.0,1208.0,1957.0,1583.0,1575.0
677.0,2400.0,1700.0,1217.0,1675.0,1675.0,1700.0,1925.0,850.0,1893.0,2800.0,1306.0,3900.0,1800.0,3400.0,1290.0,1318.0,1318.0,2587.0,1182.0,5702.0,5702.0,1800.0,2475.0,1067.0,1139.0,1200.0,1989.0,1625.0,1550.0
664.0,2300.0,1575.0,1133.0,1750.0,1750.0,1750.0,1800.0,880.0,1893.0,2767.0,1304.0,3900.0,1675.0,3450.0,1268.0,1840.0,1477.0,2533.0,1261.0,4015.0,5702.0,1900.0,2325.0,1133.0,1056.0,1233.0,1913.0,1375.0,1550.0
635.0,2100.0,1550.0,1150.0,1750.0,1750.0,2300.0,1933.0,840.0,1893.0,2867.0,1208.0,3933.0,1688.0,3733.0,1276.0,1947.0,1477.0,2402.0,1159.0,4242.0,5702.0,1850.0,2175.0,1233.0,1000.0,1233.0,1815.0,1500.0,1525.0
667.0,1925.0,1500.0,1142.0,2100.0,2100.0,2350.0,1800.0,880.0,1839.0,2767.0,1188.0,4125.0,1788.0,3600.0,1292.0,1973.0,1523.0,2043.0,1068.0,4167.0,5789.0,1800.0,2100.0,1187.0,1028.0,1200.0,1587.0,1563.0,1475.0
698.0,2050.0,1200.0,1233.0,1925.0,1925.0,2350.0,1767.0,920.0,1821.0,2767.0,1292.0,3950.0,1717.0,3650.0,1131.0,1973.0,1136.0,2076.0,1443.0,5702.0,5702.0,1775.0,2067.0,1133.0,972.0,1200.0,1587.0,1688.0,1475.0
646.0,2650.0,1250.0,1192.0,1825.0,1825.0,3200.0,1767.0,950.0,1732.0,2300.0,1458.0,4067.0,1713.0,3483.0,1131.0,1947.0,1227.0,2130.0,1409.0,4318.0,5702.0,1900.0,2100.0,1167.0,958.0,1200.0,1554.0,1625.0,1550.0
615.0,2700.0,1250.0,1275.0,1950.0,1950.0,3400.0,1800.0,1786.0,1786.0,2250.0,1563.0,3933.0,1713.0,3500.0,1099.0,1973.0,1364.0,2145.0,1386.0,5789.0,5789.0,1950.0,2150.0,1133.0,958.0,1200.0,1522.0,1750.0,1550.0
646.0,2525.0,1250.0,1258.0,2000.0,2000.0,3300.0,1867.0,1500.0,2214.0,2450.0,1667.0,1717.0,1717.0,3378.0,1084.0,1893.0,1364.0,2283.0,1341.0,5702.0,5702.0,1900.0,2250.0,1133.0,1028.0,1189.0,1630.0,1792.0,1500.0
604.0,2675.0,1350.0,1167.0,1967.0,1967.0,3400.0,2000.0,1480.0,2304.0,2633.0,1604.0,4567.0,1725.0,3483.0,1068.0,1893.0,1364.0,2283.0,1394.0,4394.0,5702.0,1850.0,2475.0,1153.0,958.0,1189.0,1696.0,1750.0,1688.0
573.0,2650.0,1275.0,1258.0,1875.0,1875.0,3600.0,1925.0,1480.0,2321.0,2750.0,1313.0,4600.0,1700.0,3289.0,1068.0,1893.0,1341.0,2359.0,1409.0,4470.0,5702.0,1925.0,2575.0,1167.0,931.0,1178.0,1710.0,1646.0,1688.0
594.0,2450.0,1250.0,1167.0,1850.0,1850.0,3500.0,1867.0,1220.0,2232.0,2900.0,1521.0,4433.0,1700.0,3050.0,1068.0,1893.0,1364.0,2304.0,1500.0,4848.0,5702.0,1850.0,2600.0,1200.0,986.0,1222.0,1663.0,1583.0,1700.0
602.0,2050.0,1225.0,1000.0,1600.0,1600.0,3300.0,1933.0,1220.0,2321.0,2900.0,1667.0,4600.0,1700.0,3133.0,1068.0,1947.0,1307.0,2196.0,1557.0,4848.0,5877.0,1750.0,2525.0,1133.0,986.0,1289.0,1587.0,1667.0,1625.0
602.0,1925.0,1225.0,1083.0,1600.0,1600.0,3200.0,1850.0,1220.0,2321.0,2850.0,1667.0,1633.0,1633.0,3100.0,1068.0,1867.0,1341.0,2217.0,1621.0,5965.0,5965.0,1725.0,2400.0,1120.0,972.0,1389.0,1587.0,1583.0,1625.0
2525.0,2525.0,1225.0,1100.0,1750.0,1750.0,3050.0,1833.0,1220.0,2232.0,2900.0,1667.0,1700.0,1700.0,3000.0,1068.0,1840.0,1364.0,2152.0,1716.0,5965.0,5965.0,1725.0,2425.0,1133.0,1014.0,1411.0,1696.0,1563.0,1550.0
594.0,2100.0,1165.0,1117.0,1650.0,1650.0,2500.0,1925.0,1200.0,2214.0,2950.0,1521.0,4833.0,1700.0,3083.0,1051.0,1893.0,1318.0,2152.0,1773.0,5965.0,5965.0,1800.0,2300.0,1120.0,1014.0,1467.0,1587.0,1529.0,1550.0
563.0,1975.0,1075.0,967.0,1575.0,1575.0,2500.0,1867.0,1200.0,2143.0,3100.0,1500.0,4867.0,1675.0,3100.0,1051.0,1893.0,1318.0,2174.0,1788.0,5877.0,5877.0,1875.0,2400.0,1087.0,1000.0,1467.0,1554.0,1479.0,1550.0
586.0,2225.0,1075.0,1058.0,1675.0,1675.0,2300.0,1875.0,1160.0,2143.0,3000.0,1458.0,4900.0,1675.0,3100.0,1084.0,1840.0,1364.0,2130.0,1716.0,5877.0,5877.0,1875.0,2325.0,1067.0,1042.0,1467.0,1489.0,1521.0,1550.0
570.0,2300.0,1050.0,1058.0,1600.0,1600.0,2450.0,1967.0,1250.0,2321.0,2600.0,1417.0,4933.0,1688.0,2900.0,1068.0,1787.0,1341.0,1957.0,1773.0,5758.0,5789.0,1825.0,2275.0,1067.0,986.0,1400.0,1554.0,1500.0,1688.0
547.0,2750.0,1010.0,1042.0,1900.0,1900.0,3400.0,1933.0,1200.0,2214.0,2100.0,1333.0,1638.0,1638.0,3100.0,1068.0,1787.0,1386.0,2130.0,1920.0,5606.0,5702.0,1800.0,2375.0,987.0,1000.0,1356.0,1457.0,1521.0,1825.0
547.0,2625.0,1035.0,1017.0,1825.0,1825.0,3300.0,2100.0,1200.0,2321.0,2500.0,1292.0,4875.0,1638.0,3183.0,1068.0,1787.0,1466.0,2174.0,2000.0,5455.0,5702.0,1775.0,2300.0,955.0,1042.0,1356.0,1543.0,1583.0,1863.0
578.0,2400.0,1000.0,1000.0,1975.0,1975.0,3500.0,1975.0,1200.0,2232.0,2325.0,1229.0,4933.0,1638.0,3267.0,1068.0,1787.0,1818.0,2152.0,2000.0,5758.0,5965.0,1900.0,2350.0,887.0,972.0,1378.0,1500.0,1583.0,1900.0
573.0,2550.0,965.0,1033.0,2000.0,2000.0,3250.0,1967.0,1200.0,2214.0,2000.0,1292.0,4867.0,1625.0,3289.0,1068.0,1733.0,1875.0,2203.0,2076.0,5833.0,6140.0,1925.0,2267.0,813.0,1042.0,1356.0,1500.0,1500.0,1900.0
578.0,2475.0,1150.0,983.0,1925.0,1925.0,3250.0,1933.0,1300.0,2321.0,1850.0,1250.0,5233.0,1650.0,3889.0,1165.0,1813.0,1761.0,2250.0,2045.0,5530.0,6140.0,1900.0,2350.0,860.0,1181.0,1356.0,1467.0,1639.0,1875.0
573.0,2250.0,1175.0,908.0,1750.0,1750.0,3400.0,1933.0,1400.0,2143.0,1775.0,1313.0,5400.0,1638.0,3889.0,1304.0,1947.0,1705.0,2076.0,1955.0,5152.0,6228.0,2275.0,2225.0,847.0,1389.0,1356.0,1467.0,1972.0,1900.0
2450.0,2450.0,1350.0,883.0,1650.0,1650.0,3100.0,1833.0,1340.0,2214.0,1650.0,1667.0,1675.0,1675.0,4556.0,1322.0,2053.0,1761.0,1957.0,2000.0,4545.0,6140.0,1950.0,2150.0,880.0,1389.0,1378.0,1489.0,1458.0,1750.0
583.0,2400.0,1375.0,875.0,1600.0,1600.0,2500.0,1767.0,1240.0,2214.0,1500.0,1542.0,5433.0,1633.0,4711.0,1337.0,2107.0,1705.0,1891.0,1955.0,4545.0,5965.0,1900.0,1950.0,913.0,1333.0,1311.0,1467.0,1375.0,1750.0
583.0,2325.0,1200.0,833.0,1550.0,1550.0,2450.0,1875.0,1240.0,2214.0,1367.0,1375.0,5400.0,1638.0,4667.0,1330.0,2053.0,1705.0,1837.0,1879.0,4545.0,6140.0,1900.0,1850.0,940.0,1361.0,1289.0,1500.0,1375.0,1750.0
604.0,1975.0,1150.0,833.0,1675.0,1675.0,1900.0,1850.0,1200.0,2143.0,1350.0,1333.0,5133.0,1683.0,4444.0,1318.0,2133.0,1591.0,1891.0,1758.0,4242.0,6140.0,2200.0,1900.0,860.0,1333.0,1233.0,1522.0,1479.0,1750.0
609.0,2500.0,1325.0,950.0,1750.0,1750.0,1900.0,1900.0,1240.0,2214.0,1275.0,1375.0,5067.0,1650.0,4467.0,1318.0,2133.0,1659.0,1891.0,1788.0,4015.0,6228.0,2150.0,1800.0,860.0,1333.0,1289.0,1522.0,1500.0,1750.0
573.0,1900.0,1210.0,883.0,1600.0,1600.0,2050.0,1750.0,1200.0,2071.0,1200.0,1313.0,4950.0,1613.0,4233.0,1318.0,2187.0,1682.0,1924.0,1788.0,3485.0,6140.0,2200.0,1700.0,860.0,1306.0,1289.0,1554.0,1375.0,1750.0
573.0,1950.0,1315.0,850.0,1600.0,1600.0,1700.0,1600.0,1060.0,1893.0,1400.0,1333.0,4933.0,1625.0,4067.0,1307.0,2133.0,1591.0,1891.0,1788.0,3466.0,6140.0,2200.0,1725.0,827.0,1333.0,1311.0,1587.0,1458.0,1638.0
552.0,1850.0,1365.0,833.0,1550.0,1550.0,1850.0,1650.0,1060.0,1839.0,1400.0,1313.0,4933.0,1663.0,4000.0,1322.0,2053.0,1818.0,1891.0,1682.0,3333.0,5614.0,2600.0,1700.0,787.0,1333.0,1289.0,1587.0,1500.0,1550.0
573.0,1750.0,1315.0,833.0,1450.0,1450.0,2000.0,1600.0,1000.0,1893.0,1350.0,1292.0,4867.0,1663.0,3778.0,1345.0,2027.0,1818.0,1859.0,1682.0,5965.0,5965.0,2575.0,1650.0,787.0,1244.0,1244.0,1522.0,1458.0,1500.0
604.0,1900.0,1350.0,833.0,1450.0,1450.0,2300.0,1550.0,1030.0,1893.0,1250.0,1292.0,5067.0,1650.0,4033.0,1284.0,1973.0,1818.0,1891.0,1561.0,5965.0,5965.0,2425.0,1750.0,787.0,1289.0,1289.0,1587.0,1458.0,1500.0
604.0,1850.0,1350.0,833.0,1475.0,1475.0,2300.0,1633.0,900.0,1875.0,1275.0,1217.0,5133.0,1625.0,3956.0,1277.0,1973.0,1864.0,1891.0,1500.0,6140.0,6140.0,2500.0,1700.0,787.0,1256.0,1256.0,1533.0,1417.0,1500.0
583.0,1950.0,1285.0,808.0,1550.0,1550.0,1900.0,1550.0,820.0,1661.0,950.0,1125.0,5300.0,1550.0,3778.0,1175.0,2027.0,1818.0,2043.0,1545.0,5965.0,5965.0,2600.0,1800.0,773.0,1289.0,1289.0,1641.0,1375.0,1500.0
573.0,2700.0,1235.0,842.0,2033.0,2033.0,1900.0,1467.0,860.0,1750.0,875.0,1104.0,5533.0,1550.0,3889.0,1099.0,2027.0,1818.0,2174.0,1424.0,6140.0,6140.0,2200.0,1833.0,740.0,1311.0,1311.0,1696.0,1292.0,1500.0
552.0,2475.0,1250.0,875.0,1950.0,1950.0,1930.0,1500.0,1000.0,1786.0,800.0,1125.0,5700.0,1575.0,3956.0,1084.0,2107.0,1818.0,2250.0,1394.0,6140.0,6140.0,2250.0,1900.0,720.0,1356.0,1356.0,1717.0,1313.0,1500.0
